N1	N2	Na	Tsplit
29.48510	0.70793	22.62701	8.48078 
10.55523	22.54311	8.39428	26.32632 
1.60101	12.54205	21.66814	29.08957 
18.29177	25.98291	7.62296	11.43088 
16.63725	29.72760	19.82736	18.13055 
19.16215	6.34814	9.78180	7.89427 
6.06814	24.62663	6.62214	13.40236 
15.54967	25.08545	4.16885	19.26322 
19.34418	24.30869	2.95730	26.80803 
9.91811	27.74179	16.21357	10.66268 
11.77185	19.29217	5.55197	3.54470 
9.97079	14.38329	1.83230	3.07403 
18.30545	27.44248	6.40723	0.28985 
3.44313	21.85462	6.88939	4.83401 
9.98629	4.49186	19.14466	7.39889 
16.89160	9.94892	18.19656	26.13588 
23.24382	20.59024	21.48402	28.34297 
21.11807	15.04803	26.47925	22.45781 
23.10431	3.38474	1.33319	23.99063 
16.41131	28.29844	20.58535	2.95938 
27.24995	2.90882	1.95001	18.60092 
10.85669	5.80921	29.57600	8.22332 
9.90197	16.73092	4.13746	21.10206 
2.54663	8.80969	28.25806	29.43476 
29.85018	1.61296	18.46812	11.51872 
18.52574	3.73934	11.01305	18.32112 
6.56311	2.55574	3.60377	29.18947 
9.73894	22.77860	1.60787	14.90403 
18.66621	4.65632	18.48884	7.16450 
5.48875	2.07142	4.79909	19.79567 
4.52164	1.64157	10.74195	9.53167 
20.81402	29.31599	12.33189	18.85790 
25.29007	24.83672	9.01221	11.22325 
28.56914	17.16575	0.13495	17.39872 
17.92758	4.59284	25.24366	20.53796 
21.51133	8.14666	14.38006	0.00853 
12.81765	13.11693	25.35969	22.09981 
18.77370	24.76874	26.26604	7.37179 
20.48880	16.15868	6.69848	17.43598 
16.93394	1.68282	8.91436	19.64739 
26.00800	7.07338	7.31099	19.15779 
12.60877	8.73926	25.73415	14.40775 
18.54648	18.55525	9.68031	21.88405 
14.99049	19.41109	11.05406	29.38685 
9.78003	15.46652	9.01647	18.54275 
9.15193	0.49409	5.52976	14.80291 
2.58864	22.24512	13.80472	27.25766 
11.69807	24.10855	12.77501	0.57192 
17.44627	29.69434	8.48233	16.19514 
20.67040	7.06390	10.40692	24.93560 
20.18631	21.26041	11.89834	11.79858 
9.17641	1.47894	21.39654	12.66413 
16.53012	19.05538	17.89121	9.44893 
29.36958	1.12312	17.41105	12.94584 
2.21049	19.96281	11.79106	16.96246 
16.72433	0.24399	26.99062	18.28193 
29.11336	24.19427	5.81535	6.48122 
18.90594	22.96882	10.13530	13.31970 
8.25318	14.43151	2.79488	10.57955 
9.67792	9.45453	28.44637	21.51979 
0.32772	2.69671	18.64018	26.39829 
5.69712	12.98997	29.89511	3.83959 
10.55454	25.19219	29.14487	7.75979 
28.91732	20.29604	18.86891	5.52578 
6.61554	8.94542	29.55101	15.83603 
11.10363	14.18648	26.83286	28.53750 
11.30558	26.99703	6.98679	28.59460 
9.15208	19.33001	10.58314	13.22096 
18.77879	5.60012	16.38984	11.31200 
15.73386	26.42768	7.75219	23.65880 
12.34638	2.64341	13.68661	0.83508 
16.77259	13.40576	11.47088	21.67757 
28.43277	29.31389	6.85398	11.15231 
6.22052	27.59261	22.76304	5.10562 
4.40731	28.91252	8.95342	3.46195 
21.62945	14.83647	24.74812	12.89684 
0.04125	16.94919	1.60478	15.13838 
10.51543	9.61340	24.16514	19.34383 
2.37358	27.45020	17.46007	25.42927 
11.19523	25.57065	16.27878	26.93978 
6.97471	29.94402	28.59260	29.51079 
4.93668	28.33642	22.71079	22.22419 
6.06662	19.45832	15.83148	27.98675 
26.69081	26.42433	14.22291	2.32391 
16.82612	8.78978	15.21519	9.27548 
11.17792	1.50246	19.27429	7.92377 
2.26727	19.67518	8.00691	9.23866 
26.07563	4.32388	4.27995	15.65700 
25.91647	9.62716	21.33218	10.84392 
29.88032	1.87766	9.99816	23.13020 
11.72196	28.15234	26.37672	17.49300 
7.73388	2.08809	8.62413	1.88191 
0.36742	11.76801	16.02296	12.29352 
20.96436	19.11765	18.29081	15.54008 
14.84712	28.50176	29.23038	5.71650 
6.27107	2.27376	21.67354	0.56194 
14.01463	8.00879	25.10796	1.75588 
29.54607	4.00601	21.51392	27.45098 
2.02783	5.09964	27.64533	12.85366 
27.08483	7.15540	20.45768	29.37278 
24.45368	25.06894	3.47326	2.46498 
11.86808	27.46246	15.14333	4.92051 
10.16398	10.12752	12.73113	12.61192 
16.71299	14.54378	11.85404	1.21445 
19.45179	25.57969	14.96360	3.03507 
1.76061	24.86992	11.03999	1.46182 
27.55637	26.86586	0.92771	18.17527 
7.12909	21.44221	19.11699	13.38740 
6.67388	8.66615	6.96871	6.85709 
15.01589	5.95461	28.48747	2.96737 
15.85191	20.60119	21.74660	25.76931 
6.22532	23.51574	6.27758	7.45931 
23.64211	3.47806	0.76124	24.44032 
23.57991	7.06445	19.95226	29.78349 
27.47398	4.97230	13.29113	13.53045 
21.73691	7.07957	6.35408	23.33595 
7.81396	0.86809	21.13211	17.32326 
13.27600	9.65369	5.80614	12.55726 
10.34787	5.49983	5.19428	13.86460 
15.15255	9.41265	1.68563	20.29641 
18.69736	20.64216	22.03227	11.21353 
6.06128	7.99924	13.54370	22.46506 
25.29498	11.61207	2.53802	25.30667 
14.54617	15.57211	24.64991	0.84233 
16.32069	28.55160	20.05707	5.91126 
11.00501	2.28652	23.47162	17.14432 
4.81539	17.03254	17.91697	19.41326 
5.52387	14.37518	6.28017	22.20468 
22.41896	28.46863	26.07304	23.67850 
7.56992	29.22216	25.46935	10.23159 
3.20644	14.59048	4.47791	0.60612 
13.62378	10.15893	23.39101	23.85436 
4.56195	2.94323	7.86179	4.30966 
1.61860	14.61925	14.19470	4.32522 
22.37984	5.33980	19.15386	6.14739 
27.94028	8.69945	7.86073	5.16272 
19.04937	3.83138	25.48017	3.44100 
27.65745	6.64124	4.54258	2.19004 
26.04717	21.98946	0.07535	23.02579 
18.34292	19.60273	19.10795	12.79216 
10.63471	28.06656	26.29022	4.70379 
16.41647	3.40027	12.76637	26.55573 
22.56973	17.66876	22.84499	25.66667 
8.34438	10.25829	12.36806	9.66883 
14.54280	9.47985	3.67638	3.98240 
29.33902	9.61893	16.72319	7.60925 
16.38228	15.96776	5.34691	0.74969 
3.50300	6.29862	16.00727	27.84199 
5.53445	16.71552	1.92291	3.98935 
0.96297	27.33343	1.89683	2.37262 
9.16000	5.47573	8.30065	29.32280 
1.75595	11.39887	20.18356	26.09810 
2.63291	7.80699	16.47377	24.24975 
25.83914	22.38237	7.19906	15.64133 
23.60683	16.93290	25.65740	29.89130 
25.66933	27.36540	19.57905	14.44175 
12.51483	10.15624	5.45865	20.46235 
29.90225	29.13846	17.03974	19.58563 
22.73862	23.55717	11.72127	1.90843 
2.53599	4.68311	24.49720	10.33382 
13.96606	6.56524	20.96049	24.38120 
0.80305	7.57145	19.21891	9.56423 
10.54530	12.18487	5.51142	29.66608 
12.63322	7.09547	7.52830	6.36877 
6.87960	3.98132	27.62292	22.93085 
9.77888	1.64077	2.96394	29.03071 
6.24402	1.84325	2.59263	10.91393 
3.66948	2.43694	26.28649	15.88814 
23.03239	28.79629	0.62565	23.80986 
13.00438	27.40007	25.59716	15.81764 
21.23497	27.90664	25.22390	5.89058 
11.95914	15.08182	21.62026	18.64905 
19.13843	16.97133	26.57652	24.99947 
26.33516	20.28922	16.27296	18.39644 
28.62694	21.25672	23.92329	26.46873 
17.83215	23.76065	6.66224	13.12324 
6.05328	29.28095	28.79107	26.79397 
10.47619	6.00295	1.92772	15.17280 
11.66354	19.79592	21.96228	9.14593 
23.55227	22.66939	8.16227	1.23024 
11.71242	16.36516	22.55464	8.73286 
23.78033	3.19827	13.49460	9.91399 
2.56745	7.07249	25.91899	14.96133 
14.03518	21.38774	27.29368	26.19878 
3.24711	16.61297	20.05294	16.68187 
28.72352	27.36039	28.46730	27.84949 
7.08575	22.24220	21.82548	2.41168 
17.92134	11.19826	10.64611	6.90675 
9.87772	10.87986	22.77578	12.52408 
2.96849	12.74835	20.58627	4.99880 
7.97961	24.04314	22.06078	15.93774 
4.06751	25.18353	12.54761	7.86229 
23.65275	28.76337	2.74191	18.83109 
12.75064	14.61915	15.41141	4.68527 
8.13537	16.18071	14.32711	6.29335 
8.80837	13.54200	29.71082	21.77079 
15.91939	14.17823	27.78807	23.52464 
25.04606	6.50946	13.35850	0.27243 
15.20160	0.35515	19.32256	2.36567 
19.55888	16.25561	27.43932	26.96856 
18.69599	9.41184	16.04283	29.49922 
9.16866	16.44254	18.52645	22.12834 
8.52180	23.94294	23.88378	15.87994 
12.54001	0.34211	2.99459	12.14300 
29.40514	7.52358	27.18337	23.87155 
16.73363	17.78577	23.33406	17.39948 
5.19088	1.73293	17.18113	28.38953 
4.10171	8.05535	1.76064	28.69722 
1.59495	18.86610	5.95960	6.50723 
17.44525	26.23519	17.29771	8.09573 
23.37628	2.15021	28.75516	16.24799 
21.53171	29.79459	2.44541	27.09441 
20.18076	13.72822	5.71117	21.35975 
20.56357	18.36726	8.07378	18.46775 
15.69759	0.41369	26.60268	23.90614 
11.45161	12.37045	0.61568	15.26712 
17.08235	5.78138	26.94862	23.29008 
23.52439	10.90567	13.56249	0.71626 
4.61168	18.09214	6.42187	28.75222 
26.52940	20.09725	21.30741	8.82323 
24.66176	21.96917	8.75183	6.16577 
17.28136	17.73866	0.52766	0.65783 
7.30105	13.12244	24.98079	11.16079 
13.61790	28.13611	9.31789	28.44866 
9.71980	0.60663	7.34023	1.50495 
13.78920	9.73834	16.74594	13.98997 
9.81062	25.87419	3.98478	24.35457 
25.94435	29.64901	18.99386	3.47121 
29.38986	24.84600	2.03460	15.97344 
27.84136	10.37372	1.91560	13.07173 
18.96844	7.53415	12.75596	17.92604 
22.27827	28.60416	22.70897	2.99842 
26.86817	12.56074	24.20869	22.35250 
15.67720	15.80258	3.25193	10.37049 
1.67277	28.95911	29.50424	18.53152 
23.51606	20.52907	7.06245	28.03853 
21.97621	27.90956	28.78203	26.55513 
20.60389	5.30880	8.60926	15.45611 
28.65211	15.60785	29.30042	23.86983 
27.48796	1.56331	12.94601	29.18731 
1.22252	20.23744	13.27109	1.44096 
24.75431	16.03366	28.95372	15.85412 
24.61194	3.90536	17.09614	22.16279 
18.34076	6.53713	2.08825	16.80785 
3.55651	0.43808	12.10275	17.27408 
13.42840	1.83308	19.12558	6.41548 
15.45923	7.58724	9.97909	11.87148 
9.56316	0.16926	15.82664	23.11202 
26.03442	7.57357	14.46427	3.95242 
4.31245	25.41378	12.93859	21.10487 
15.25626	22.27525	19.66612	22.05919 
7.96878	12.44629	17.94890	11.23737 
12.41564	10.51725	29.95276	2.74180 
13.68503	2.01400	21.75076	1.65956 
6.52368	15.92510	11.59552	6.60699 
15.77907	14.22770	14.79599	16.60658 
19.57496	2.21681	10.83296	24.40062 
9.39485	15.79776	5.20575	0.74584 
25.21152	22.79059	21.26680	21.79913 
5.73852	5.49811	2.82849	18.52596 
20.50415	13.28588	7.52694	15.99025 
16.71037	14.03558	8.87474	25.39644 
20.36773	16.90375	28.23404	26.83363 
24.62138	8.44091	28.31451	20.04441 
28.72720	2.80093	4.31243	0.94220 
29.32110	13.64759	18.80238	9.65424 
4.37094	28.39878	1.37640	20.47718 
0.47876	15.23335	0.66870	8.75320 
21.09581	12.56743	0.13786	21.77457 
12.82123	4.44738	7.05118	25.28482 
11.18136	4.80606	19.67713	26.89495 
22.44438	23.69368	3.19210	14.36176 
7.18544	11.08369	26.32932	13.54688 
26.53917	2.34954	28.18134	16.04030 
16.15942	28.95372	22.54426	27.01041 
10.71024	11.85618	28.89144	17.70517 
21.49285	10.34815	15.22974	11.93178 
11.96875	5.50521	25.08855	23.50224 
7.92847	21.13578	0.09841	17.53296 
9.13744	16.74106	15.52794	25.43298 
25.95309	12.31084	28.70306	29.06473 
24.79396	14.02809	10.70328	2.21217 
14.07535	20.53275	24.16425	2.04869 
6.03592	29.70409	6.60213	2.58079 
17.56966	7.44262	27.01329	11.14326 
7.53888	9.86974	10.36154	28.92418 
17.53161	11.40442	16.42923	1.26785 
5.35238	2.63341	10.21080	3.90266 
17.53859	21.74652	21.15780	12.42626 
19.90135	19.42265	24.74548	0.38337 
26.18054	18.30305	9.79127	21.41980 
23.91931	19.24205	14.88804	13.85949 
1.89176	9.83587	24.11127	5.16919 
1.60737	29.69749	14.56990	6.70595 
1.78366	12.85163	27.57985	13.90092 
29.91788	21.10282	29.83901	2.61770 
13.14446	19.89552	25.25492	15.59319 
24.89542	20.21676	10.88978	22.37535 
17.05840	21.78298	19.54243	28.69338 
9.90019	12.93594	19.65141	12.50435 
6.71611	22.22156	27.31370	5.89320 
5.29312	11.79282	10.16214	23.91788 
15.69334	3.92521	10.34593	0.50903 
13.89752	15.22406	15.00470	21.44762 
29.35872	4.13980	9.73897	4.10925 
24.32036	27.11266	26.56822	8.31560 
27.51788	13.64651	26.45605	29.58082 
27.81191	23.56964	24.30049	3.83570 
11.16424	14.67628	6.65435	5.93515 
6.57810	4.08537	17.37176	26.13574 
14.15709	26.34709	16.30352	7.80452 
9.58822	10.51350	0.73837	3.07784 
1.67613	2.44941	26.81564	5.71129 
5.91966	19.03937	3.97618	4.10258 
15.67128	13.38430	11.03413	4.28671 
28.14161	13.08369	23.53270	26.14813 
20.84129	11.76251	8.50867	20.28448 
3.47028	19.08029	27.52086	12.91613 
23.13319	13.18778	15.45702	20.20382 
14.13188	16.13851	28.45152	1.29498 
4.97906	1.15943	23.22329	6.54463 
13.02498	24.48346	2.48303	21.29653 
28.04516	10.63018	21.59419	16.95965 
18.74539	15.47844	5.00488	2.10666 
15.37506	17.87325	21.64459	18.44988 
5.57153	26.69015	29.64965	23.98436 
5.62520	1.79039	14.09037	3.06768 
17.94734	12.95255	21.81244	14.29877 
4.26043	23.36037	10.37306	19.11732 
3.37980	20.03674	0.95861	4.88169 
20.00801	11.44274	28.87479	9.33439 
4.60285	17.73725	5.86246	3.63498 
25.03744	14.06220	9.54655	16.11012 
15.46181	25.99717	17.34984	28.94745 
20.33565	3.35846	5.76287	15.70322 
15.81327	22.86199	15.21386	2.14852 
20.92093	12.41266	4.92414	9.68194 
24.51254	1.51612	26.80929	0.81086 
9.72301	1.09775	0.83828	8.69817 
24.98904	24.65385	13.47193	22.97250 
0.23955	19.10021	26.01894	26.77484 
19.94134	22.31876	22.18691	16.71131 
2.80426	14.88929	28.87942	27.68913 
1.78775	5.38206	0.44816	0.19131 
26.42661	17.33854	17.99987	23.34191 
19.15239	19.20666	15.55834	28.20521 
5.60213	17.47209	11.76089	18.08282 
1.02701	28.38154	24.76470	26.80117 
18.12074	5.38310	14.82722	14.66238 
26.51487	19.57008	2.51046	9.13071 
19.52099	15.22088	0.59625	25.60176 
21.29030	6.06657	3.25587	11.21435 
9.22540	3.73565	21.46227	11.54800 
2.88046	8.70429	2.48507	8.81305 
28.10846	6.72251	2.11495	26.34760 
1.60166	29.56468	24.88941	22.88819 
2.83720	1.71233	13.47358	9.06009 
18.54140	25.90541	11.05972	15.18515 
12.11175	10.94115	11.41573	2.58047 
20.41189	7.01988	23.72115	27.09810 
23.19163	4.58355	19.89820	17.14730 
18.60960	22.73049	27.07108	12.65325 
8.22960	23.26803	16.56850	20.92040 
13.13720	21.99799	7.65759	21.32785 
17.34275	27.49057	4.67252	27.75660 
7.79763	26.68283	20.75083	4.24335 
2.12196	12.94995	18.93322	16.69578 
4.79557	21.70266	23.14410	11.17379 
14.38311	21.63368	8.94600	27.02641 
13.48927	21.15080	2.69594	29.24014 
19.35955	20.59191	19.09705	5.02838 
5.88820	20.52684	0.09071	6.55957 
27.45867	26.84642	7.41794	20.74256 
1.36251	5.95659	20.21569	3.83125 
21.16481	18.18207	17.06371	4.70795 
11.78816	6.56921	24.21647	4.76316 
16.52464	13.79791	21.33636	12.79800 
17.65045	24.08993	19.01993	0.07054 
27.58414	8.13944	29.50223	8.21031 
0.96773	9.73783	21.37107	12.92885 
2.39010	21.99676	16.21514	12.47986 
10.03311	8.75971	5.98160	11.92709 
4.14070	27.52480	16.96506	29.80634 
22.42504	29.87748	15.39022	3.53154 
14.98089	4.12373	13.22691	10.62005 
9.57904	11.14006	2.25488	13.64947 
22.60114	2.86101	29.35582	9.21297 
9.17506	18.26779	6.28919	23.51753 
26.53249	13.93957	29.71174	25.58182 
8.75274	22.39669	17.89141	14.04670 
20.19356	23.99564	16.37311	18.61644 
6.51094	18.63821	6.03559	21.47807 
20.71831	7.70983	4.50814	9.03998 
8.90864	8.11531	14.85810	16.46963 
25.60609	7.87931	21.81209	27.10687 
9.85024	20.23280	23.25970	14.75854 
5.56340	7.37502	5.87872	26.32855 
5.50526	13.28397	6.78550	14.64852 
13.97615	17.62161	0.22976	27.70967 
4.56431	19.81212	13.53491	5.39152 
8.23639	2.22011	8.56893	28.18562 
2.13916	2.05407	19.07254	7.50483 
27.30450	8.45829	17.03080	7.82288 
8.79118	5.34891	23.00225	17.35593 
19.39143	20.81883	29.38146	15.67961 
25.47724	6.83818	23.36714	9.81517 
12.19281	3.55017	24.20905	0.24531 
21.22279	6.43430	11.12691	18.37080 
11.90783	15.19726	7.91141	8.75597 
28.04719	6.37536	4.17904	23.25166 
0.11669	4.49634	8.90186	0.88066 
6.99593	22.63206	5.93510	16.73134 
29.67349	12.80841	25.47799	23.15593 
5.36066	20.00867	3.83932	9.18082 
1.71523	24.41687	11.45297	5.70035 
17.54465	7.76913	7.73318	6.86374 
23.91915	8.55334	1.23063	17.80349 
2.91557	16.74551	3.56097	29.56617 
21.61281	3.26886	13.44579	26.68745 
25.38872	7.04707	29.64968	17.05234 
4.33067	24.68908	1.05197	28.68089 
29.21366	20.72943	20.67882	21.97729 
6.91033	3.96571	25.00904	20.45716 
23.09813	9.02763	20.65657	9.58997 
12.07290	10.43522	26.11027	15.74403 
4.83014	16.70574	13.10059	1.25125 
10.40873	11.30817	16.39226	26.81367 
11.46306	13.24975	7.44734	7.25093 
5.45584	1.54839	18.01540	27.89032 
21.88545	12.60345	1.67263	19.20675 
17.65501	25.70869	11.15622	8.35225 
21.99226	8.30805	8.71251	6.78403 
22.87161	0.24652	21.98058	3.87323 
20.24623	7.38723	3.37303	23.90536 
9.12778	22.79101	4.47799	16.94442 
11.63190	20.12383	13.07347	24.58118 
4.13055	27.75904	2.69812	29.68964 
0.28569	16.34256	26.45933	9.55162 
14.55758	20.98081	27.93675	17.05270 
10.36896	20.73348	21.44816	29.06525 
29.14068	21.23351	27.81942	25.97902 
13.74379	25.14661	7.90939	1.70443 
24.75698	23.29462	13.75909	10.42878 
10.49430	27.10657	29.47302	11.98435 
24.63400	2.22916	15.94410	13.33207 
4.98078	21.95024	9.84335	3.78397 
0.83035	8.61059	12.57297	21.30774 
13.86142	25.79040	5.84562	24.76813 
29.35702	18.20031	1.57530	28.41985 
12.60054	5.60242	15.74701	24.43796 
17.19009	19.85984	7.46738	6.24594 
4.13705	10.29759	17.39938	17.00332 
21.18523	10.63695	6.90255	29.18074 
17.86567	25.42478	16.66594	10.22583 
12.45456	6.62397	8.55973	27.10256 
15.84340	20.79693	1.57365	21.33860 
6.94040	7.15358	21.80527	0.13987 
18.71597	26.40748	23.85867	23.62353 
21.97393	16.54232	23.44374	11.13491 
9.39981	6.33159	5.50188	4.23256 
24.25748	2.08703	28.86162	3.82560 
21.84981	17.04587	18.95964	0.81516 
1.89587	26.59850	17.45604	6.65101 
25.34733	10.89651	6.45687	9.21625 
6.33146	12.13115	20.69738	22.75449 
1.34229	8.33287	18.57559	23.05071 
18.41239	27.75097	8.10084	21.84869 
29.04315	0.40418	18.88734	7.65323 
24.33718	17.48358	22.21526	15.34596 
19.91853	24.34827	19.26609	6.22649 
6.74357	0.63930	7.57958	0.37890 
6.78338	13.17611	3.11907	26.06780 
20.55543	6.49831	29.38830	16.38684 
4.30969	18.50638	6.86606	11.85058 
26.14055	13.34714	21.09235	26.37614 
22.77344	19.64800	22.40561	1.24946 
0.20111	12.48510	28.33701	21.10785 
1.90828	5.89802	7.48939	24.93910 
16.58790	14.01217	15.55889	28.04638 
18.45995	29.22686	23.43259	5.57957 
0.72984	2.02884	0.99306	6.54354 
22.07642	25.01942	3.15477	10.12554 
4.11409	8.45958	14.74111	24.80339 
6.36802	0.60221	1.50612	26.67894 
28.60978	3.96608	26.93559	5.75282 
5.17341	16.46329	6.97842	2.29793 
16.18653	20.36930	21.98709	15.37868 
13.88329	13.42092	28.26077	16.76562 
25.19135	13.79834	11.06888	19.48712 
9.86124	12.24020	14.20133	10.02265 
2.79744	11.40042	7.83341	13.02541 
2.46468	21.71009	21.77614	26.28228 
13.20676	14.74833	5.69062	5.74535 
14.88618	0.21203	7.57774	14.07520 
16.61510	9.80018	7.40722	22.29188 
21.48823	6.76230	13.22946	10.82050 
8.97344	25.40972	10.61280	26.85607 
3.27962	9.81799	10.25371	3.51603 
0.97795	11.21656	14.41736	20.79200 
2.71924	10.14566	1.88553	28.47108 
8.66379	27.04771	12.44131	24.19873 
7.57901	26.37144	22.12790	8.79079 
3.79833	4.93206	25.45410	3.65634 
28.10925	21.30809	14.45290	24.30721 
27.38592	24.22830	19.61588	6.32127 
27.52512	20.22235	4.84458	7.59069 
26.80944	6.58053	13.77018	15.64101 
3.09883	20.16964	7.79034	19.62959 
19.78608	16.74867	9.68510	11.78458 
23.64483	2.15240	25.18763	21.50735 
28.80983	21.99938	5.97822	19.03926 
7.89623	22.56258	5.38991	1.79397 
13.28292	10.21967	9.46999	12.13361 
16.28303	25.84357	9.62851	15.37452 
10.06181	11.87039	1.42186	2.20145 
22.81585	26.64673	16.75312	9.63358 
21.94035	24.79315	19.29231	26.07215 
15.11373	13.32082	20.91728	24.95494 
26.60134	27.81173	29.53069	16.79659 
21.00996	7.63787	8.85979	29.38108 
22.68167	1.66008	11.42553	6.04508 
24.90867	14.42978	20.88009	11.67445 
2.19029	7.30941	11.51423	5.50560 
24.20408	9.04915	20.60471	28.58592 
6.77903	11.12357	28.48992	2.75591 
20.29862	2.81978	18.59121	29.67495 
9.29838	25.66674	7.40957	29.84104 
21.47389	22.73243	12.01201	12.49285 
12.72323	20.75023	1.63546	23.60559 
20.67280	29.99605	9.82362	6.62491 
13.00274	10.46972	0.90373	29.83654 
4.91964	10.56040	4.05375	27.67122 
15.00050	11.58173	7.29080	25.04907 
11.69042	20.08443	29.51794	28.49967 
24.87951	2.65781	19.92432	13.41346 
4.01070	25.28157	0.65132	24.74423 
6.55544	5.36570	29.56350	4.17027 
27.28018	5.09797	27.82328	23.32510 
9.24966	5.70529	4.71762	19.20766 
10.33608	16.28382	28.71592	28.45324 
17.25043	20.01448	20.78941	10.54960 
16.56170	26.51103	11.49310	18.42195 
1.17602	9.20086	26.36970	19.10081 
4.21865	17.36839	14.73941	22.51450 
18.39061	6.53562	8.40757	16.15054 
20.46418	28.29766	1.13497	27.58438 
22.17947	4.63130	24.09442	13.65173 
12.80868	0.96913	16.29876	3.26344 
7.62870	15.70461	27.15235	6.80134 
27.82677	24.16275	26.59936	9.39340 
18.90228	0.01228	9.88117	28.50604 
18.39339	11.79728	25.46851	15.83031 
2.51917	0.52517	16.35753	21.62833 
15.43862	22.35510	13.28091	18.12002 
20.56011	7.61120	4.25745	22.66457 
27.36467	29.78928	15.98099	16.93575 
1.01435	22.34907	26.09763	16.69104 
9.67003	16.96105	3.44979	28.18768 
7.03837	27.16033	21.29300	13.54468 
1.96305	28.27196	20.41843	7.12668 
27.94739	18.74046	9.58006	10.01824 
23.17634	17.43893	14.81724	3.08570 
4.10288	27.20033	20.67789	28.16311 
16.06355	20.76768	3.38841	3.99103 
11.63745	11.92299	18.97433	16.19953 
4.74778	15.34758	5.22927	19.77624 
27.43025	4.51319	20.54402	10.73164 
27.40956	17.50740	21.74491	25.92409 
19.47831	16.46570	18.24310	7.09262 
5.82563	0.63809	14.22506	19.52161 
28.20608	27.86193	4.79967	5.72429 
5.06086	2.48938	16.50494	23.60174 
7.33374	15.61885	15.27596	29.51629 
0.26850	22.26159	2.22080	6.57158 
8.86723	27.13115	5.87622	22.96337 
18.99138	16.33468	29.58964	4.63257 
15.12994	15.65295	19.56770	19.04944 
21.71467	25.80744	4.05265	5.32377 
11.13071	27.62023	13.56990	22.66385 
8.73957	15.04634	9.12980	7.12532 
9.44588	16.37400	5.08002	20.81269 
26.03216	10.52678	21.42120	13.73678 
7.04162	12.93704	9.61824	16.96912 
29.51720	6.66323	10.22365	29.09839 
5.55670	18.11119	15.97662	17.66497 
1.24034	3.81826	4.25886	9.36875 
21.00111	7.85922	19.92563	23.38466 
26.41685	1.11547	13.59459	2.16429 
6.51187	8.23212	26.72721	26.48906 
14.37032	11.02278	8.50927	13.33081 
5.49250	7.70084	6.65491	5.65180 
16.05201	6.03009	1.82776	13.24160 
21.82226	28.88176	1.18032	3.67324 
21.17529	0.66415	20.45793	25.85621 
12.67514	25.36274	16.58326	19.10405 
17.36708	11.24167	19.02551	17.08154 
29.68005	14.90478	14.05101	4.50356 
22.43493	15.37249	17.55090	25.97543 
22.23439	19.92628	23.83250	11.38931 
13.56687	28.20578	26.33529	20.84359 
28.27127	27.77033	20.28174	3.46543 
25.63246	1.83348	13.66467	10.48926 
7.62141	26.39188	13.74575	10.62656 
16.41137	19.58404	12.16745	20.57270 
25.18603	19.48116	23.88101	5.89217 
15.98583	0.51689	3.06003	21.04029 
12.71117	7.01122	13.40241	10.76949 
3.90548	1.60085	8.43971	4.55858 
26.29744	23.74479	14.09878	11.30975 
16.84946	9.77721	14.08490	0.95623 
7.81202	13.11444	23.40227	8.31985 
7.55080	15.09708	15.10059	0.66134 
5.14252	5.21121	22.22914	8.16011 
10.19004	7.01067	11.52357	26.17969 
19.52586	19.32660	20.88031	1.42706 
27.68274	22.59547	9.25499	5.48537 
14.26395	13.54586	5.01871	0.66976 
29.42852	27.68960	10.93849	15.92861 
7.38378	26.98078	24.16353	1.30943 
10.42752	12.98264	17.02126	21.97076 
22.39497	25.98264	6.55119	11.37445 
27.03833	16.70787	17.29627	14.92982 
21.68128	22.71872	23.73789	5.54159 
24.36827	14.63961	11.13765	13.95807 
16.02544	3.26924	22.11814	19.11637 
0.13838	0.40169	20.35481	19.70301 
14.48337	2.97453	3.53995	28.39705 
5.35080	25.04264	10.06754	20.79305 
17.32070	29.57453	27.30096	1.56743 
14.73206	26.92285	16.78136	1.07602 
25.83432	21.79169	19.18800	7.92629 
19.47354	25.20894	22.83152	24.09754 
8.69915	18.35865	2.40999	21.37521 
11.79342	15.61562	27.27412	12.52425 
20.85540	7.73633	1.89024	14.23466 
27.57626	22.74582	16.09954	29.69306 
28.92349	12.65452	19.18303	3.85863 
22.25874	9.18318	4.70954	23.21151 
26.16024	10.28798	11.66695	24.11328 
25.07346	21.84471	6.00621	17.35033 
20.68199	5.55122	16.91282	11.39950 
1.76703	16.04486	26.71164	22.70003 
17.84360	26.92150	11.62555	2.60592 
4.61448	3.10683	12.51597	19.52568 
14.91544	18.06468	25.54066	22.53436 
7.72811	28.10914	24.56209	26.31047 
7.53833	12.72582	5.14204	3.62381 
6.65524	10.33519	29.51094	0.97455 
25.14782	14.89676	10.03548	1.63577 
20.88414	15.55501	3.74229	5.28760 
8.74251	9.10123	23.15782	8.75957 
0.67466	18.69525	6.91648	22.85936 
6.48540	22.26014	5.36707	27.56778 
23.43775	15.07680	12.67351	13.25863 
26.07107	18.58360	1.82269	9.70432 
20.27439	27.08522	8.24592	27.14348 
26.40395	20.33544	16.35416	18.64023 
13.39151	5.43117	6.48014	24.19603 
13.58927	14.72487	12.38898	8.56832 
9.99435	14.06972	16.81651	25.49751 
1.41687	26.92562	1.08900	6.29832 
1.85884	28.10309	4.17417	21.01744 
17.93946	11.23638	29.17106	3.02286 
6.76867	20.08514	5.14067	1.32261 
16.38177	20.04161	23.84363	13.94624 
