N1	N2	Na	Tsplit	M1	M2	propNtrlM1	propNtrlM2
26.08254	19.82757	2.33425	9.23146 	18.92290	2.31610	87	410
21.80307	16.95234	25.19271	23.85286 	29.21989	1.22030	101	313
5.14124	7.67949	24.65342	5.23299 	18.23111	21.17940	216	515
17.23228	8.73527	10.65572	17.36645 	12.20734	16.65370	65	186
2.09280	19.35244	26.98473	19.29085 	10.52129	1.26334	447	490
26.89307	14.13373	4.45861	10.16210 	20.44283	11.61100	444	526
11.43746	20.65682	14.56718	13.03370 	18.02630	24.01463	53	217
23.08244	11.21238	15.52868	22.98615 	17.80485	8.07205	4	80
14.51505	3.26384	25.09401	28.19965 	11.49700	1.66727	235	152
22.61792	25.33547	6.46634	19.95568 	3.68785	1.47445	180	122
3.05491	10.07502	15.90780	7.58606 	1.86581	29.44796	252	178
27.80762	22.41513	4.07607	7.02888 	5.10390	10.19798	338	391
24.31885	21.53789	26.28788	2.43504 	20.45763	14.72491	523	483
4.50796	20.48224	27.78938	8.82982 	0.43390	7.93683	467	244
5.06403	20.07169	29.35519	23.87644 	12.32927	2.74011	81	475
18.11470	7.28137	29.96000	0.36964 	18.59354	14.54765	274	24
11.42975	26.04172	27.74395	6.40430 	11.02528	19.74107	293	504
9.00303	21.29276	5.24229	20.88504 	0.10761	27.95752	294	491
0.98611	17.08249	18.13562	18.59214 	17.90422	0.23282	417	362
27.17954	29.83577	13.71588	24.30949 	8.20501	6.66582	219	498
1.63500	17.28433	11.13375	17.40751 	19.39558	5.59642	7	448
11.06963	26.99094	2.08750	28.14834 	24.12242	8.03397	34	364
23.28707	6.91601	4.81919	3.31671 	19.23391	25.02980	33	280
10.36276	13.07366	28.01104	28.30432 	7.19210	13.37152	515	242
3.12812	8.84460	26.46678	23.87497 	10.03645	6.99279	163	266
11.25306	14.52129	10.90557	18.22996 	10.41497	18.50329	384	273
12.85243	23.37368	5.88516	26.13962 	2.00588	2.63949	253	35
27.56692	13.90794	15.84117	8.22480 	27.42378	25.22888	1	482
20.42364	12.79059	25.28811	27.59251 	20.24303	21.32067	61	306
19.17180	23.47916	17.67822	16.34293 	23.55129	13.83008	218	233
4.11303	19.93211	8.71819	18.20130 	22.86733	18.74670	256	74
5.51150	18.88556	5.63384	25.19677 	12.02330	1.99626	408	538
22.53208	27.99912	8.26930	7.88585 	26.03802	7.47151	195	237
2.26691	28.93556	10.43977	20.75031 	18.71176	21.57151	72	340
27.36449	20.46934	27.33450	12.15635 	10.87212	5.71412	367	93
18.10301	19.53516	7.13558	7.25680 	11.76474	29.27444	327	471
0.07422	0.06167	2.15831	5.97900 	28.07398	24.46123	126	425
9.78218	20.26971	12.22183	13.17757 	6.62495	12.10900	6	309
19.37168	7.18312	1.50972	4.87028 	26.57232	0.97588	201	108
19.84355	20.35853	28.32083	3.63298 	4.80068	6.07562	111	524
14.37229	22.33560	5.11113	1.36620 	25.37733	29.53479	348	380
28.19676	17.84070	22.28356	6.23012 	16.85756	16.11619	424	418
26.72701	17.81550	2.25965	12.18126 	20.64470	16.65128	237	40
4.88766	0.02655	0.73035	17.68008 	24.98018	16.01626	345	254
6.76181	15.06519	17.28561	27.02005 	20.80899	16.25479	33	224
29.92143	8.79542	13.62385	2.44381 	0.89754	27.05576	353	164
18.98561	27.94960	25.84979	18.07911 	26.38960	13.09482	180	58
4.05576	6.35896	28.74616	27.24395 	9.94284	24.58758	473	370
29.61509	29.42547	13.84396	28.38193 	22.99142	19.37797	492	480
19.39805	28.98190	13.66140	14.30724 	15.10446	22.01379	287	291
1.79887	2.14830	28.94477	2.57020 	27.48051	2.59860	430	226
23.64740	17.68207	20.70264	4.39837 	17.30770	4.50714	47	348
10.09777	12.27167	14.98466	0.12016 	15.02191	29.22333	310	77
8.47927	11.71223	2.84732	19.49859 	25.69767	2.11310	203	368
24.48106	6.57322	17.57642	5.82946 	28.62389	17.88713	501	113
4.64471	27.37267	21.56870	9.41731 	12.90376	20.63709	130	458
28.54948	2.61483	13.30394	16.07912 	6.99061	24.64784	179	329
0.27999	13.96559	20.31532	2.30422 	22.21455	13.44539	200	85
14.84046	17.88436	29.93806	8.78173 	7.52628	7.27330	298	422
16.65435	15.10675	15.97383	14.25108 	11.60208	27.09761	311	258
6.23170	6.26785	5.52548	19.31016 	13.78499	5.95728	128	2
15.07694	14.05847	3.95177	0.00551 	5.88584	1.65734	179	105
26.20097	16.87836	29.79479	15.99494 	22.42383	13.71676	446	332
11.43518	16.07354	0.16046	14.11720 	4.79602	27.29512	405	506
19.36771	3.09487	2.06541	28.89707 	26.58924	7.29839	111	451
18.88751	2.81567	7.52255	28.41101 	0.45683	11.62478	422	414
19.85800	17.81416	14.87222	0.04799 	0.48082	7.45224	374	227
7.79911	14.36979	24.28189	18.13148 	25.48298	21.65736	155	109
25.87561	26.22335	3.13351	18.53166 	18.81648	28.40350	71	33
10.59971	21.38208	18.03835	24.71841 	16.04755	28.67708	12	161
0.55285	24.05952	14.89852	2.78380 	20.74602	14.67047	34	165
13.81061	27.79354	27.89061	1.74317 	4.65823	7.90017	348	473
27.80771	4.26938	19.13799	20.30410 	16.05234	17.56328	512	0
10.13592	11.58468	14.39499	23.05111 	26.45638	15.44497	28	288
29.63548	14.95384	20.97422	16.49786 	22.19524	24.77167	152	152
1.98124	7.85115	17.42006	18.78574 	5.50841	29.75527	14	193
10.02728	12.67658	14.51350	28.60348 	28.39997	16.54137	421	345
7.55929	6.28326	13.72809	29.14047 	18.83631	25.67290	121	452
0.75592	29.09878	7.05753	5.51511 	28.89314	4.08981	64	239
0.49229	29.00920	24.59549	19.24629 	7.90796	10.93083	277	281
25.74095	6.54341	28.51915	16.63593 	0.82204	3.64155	9	346
17.48179	13.91319	6.24423	0.71227 	28.74582	25.67571	540	2
14.62824	26.61360	29.88123	8.99287 	24.27948	20.97156	426	100
18.34172	3.94171	12.06607	14.82854 	1.22330	7.97765	430	464
24.83322	26.72800	7.74552	14.95593 	8.19807	8.55178	72	424
14.67768	12.96227	26.64584	22.70085 	16.02096	5.04159	271	7
28.96595	24.56957	15.20796	21.82617 	9.46548	6.77631	254	394
17.89548	4.77954	27.41684	20.21173 	0.84719	13.89851	441	428
0.43213	12.64051	10.61226	14.96394 	24.46704	9.56085	173	517
28.83208	20.78309	26.60462	0.13637 	18.23399	27.23909	11	320
22.13151	4.36886	2.05083	27.71673 	11.23209	27.29489	142	96
3.33380	26.75350	17.88022	11.58786 	13.57870	19.22627	12	152
29.98411	8.52495	3.91611	23.29805 	8.69095	16.43166	217	163
5.96779	10.07987	0.27326	23.78667 	17.43830	23.25705	107	139
9.17631	18.67515	27.39838	17.22520 	5.44040	15.12540	144	12
3.35813	20.34585	2.97488	0.48921 	4.34069	8.89048	185	316
1.02145	19.64934	21.60839	8.62994 	16.56732	9.57904	505	355
12.78205	10.32959	14.37889	4.74685 	28.44660	17.62761	400	473
22.21569	0.89885	29.90664	20.40328 	2.35662	0.37871	107	281
14.26987	15.65492	7.02648	4.13921 	28.50304	2.13341	358	189
5.49515	14.62405	2.98848	20.16427 	16.88230	19.74395	263	236
7.53114	7.59290	12.84225	24.87687 	29.17556	12.95011	522	159
27.63076	13.11044	19.06393	14.92735 	0.53724	8.84290	346	414
29.10027	28.80470	14.89820	16.69701 	28.94822	26.95263	155	122
7.11308	1.59179	22.59958	19.12787 	23.28655	26.23177	176	269
2.73789	29.09063	24.73629	19.12601 	1.68863	5.15734	142	132
25.75597	27.38082	29.02184	26.39244 	1.41318	16.90017	196	141
9.99897	16.35259	17.40656	4.52198 	5.46284	11.27291	483	321
6.17254	29.90177	8.05107	19.35707 	1.74630	18.77971	324	75
20.16630	12.42596	17.77993	5.49078 	26.41779	6.54486	30	69
16.41484	24.99323	28.46452	5.48431 	13.05073	19.36254	182	221
5.67440	3.26011	23.69925	14.26244 	22.89215	4.28392	59	356
1.08151	0.70584	7.41350	15.73237 	25.43525	29.35674	298	216
6.59569	15.79813	7.07311	9.41643 	15.70816	29.54750	524	446
15.48849	6.14336	10.31387	19.84377 	15.63067	4.52435	71	413
1.76270	1.58572	23.69442	1.77665 	2.95667	11.33136	294	202
9.92860	2.04755	6.87516	28.88174 	8.69194	22.53187	128	517
2.46988	20.24498	23.51873	29.09270 	14.97794	20.90473	195	140
21.83374	11.48481	3.25067	0.18945 	22.61325	28.37031	401	355
25.86527	16.95298	22.96528	14.85055 	26.97218	13.46522	470	117
25.92737	28.79362	8.24240	5.24611 	8.78075	26.59391	377	254
21.10993	9.99229	18.05165	29.09879 	3.03105	21.91237	158	307
16.73889	20.42032	15.69835	21.40384 	14.66170	21.16509	519	391
28.28618	26.30907	17.20878	15.96185 	21.15684	23.94428	301	143
18.18573	22.82002	15.41806	4.38627 	14.46721	22.20999	343	154
25.12181	18.90526	21.32756	29.01158 	18.14489	3.49304	342	419
6.62215	26.62613	10.19358	0.26192 	20.57031	29.76178	267	84
6.38354	14.25057	3.22720	22.55841 	18.68876	26.97667	27	191
15.82923	19.14674	8.80911	14.33366 	29.45348	7.98103	201	92
29.90916	1.00396	10.68158	16.48469 	20.76154	8.80650	60	312
17.88472	9.26461	28.33636	19.46633 	19.58597	20.37061	164	425
17.76511	17.26516	25.59055	5.77400 	26.25559	2.00022	423	523
10.19058	1.13986	18.39121	11.89838 	16.41728	4.64572	336	298
2.16210	28.07845	13.06590	4.99997 	2.77326	24.46182	292	227
19.20623	14.84307	29.51799	1.45366 	26.39978	7.41760	467	288
23.03406	15.95751	10.43546	23.08116 	4.00936	3.99408	113	179
2.56798	13.54607	20.96663	28.99067 	16.26463	13.96097	488	319
29.31960	29.93240	14.47958	0.10143 	14.48005	27.24551	412	269
12.22152	2.11536	18.98704	18.54878 	27.70193	4.02726	227	325
10.99715	0.85498	0.45421	5.77612 	10.06939	26.87813	538	438
2.09367	29.40474	12.62625	21.16387 	7.42692	17.31217	287	21
23.25200	26.92490	8.46563	21.95838 	8.65709	26.04657	99	126
17.54525	16.84577	5.29562	16.72947 	19.64692	5.88263	215	83
17.24304	13.83459	28.32968	10.80382 	23.28941	11.40253	33	371
5.25204	11.61170	14.69062	15.77646 	1.10354	16.65597	136	222
25.35840	20.47868	29.66976	20.98287 	27.44216	3.63132	230	223
16.65416	4.41759	6.15448	14.18585 	16.79714	5.26233	485	523
6.92354	0.98111	19.69191	2.16966 	23.20529	24.96927	193	391
5.37852	3.28895	18.45891	9.92200 	17.77978	1.85708	56	178
8.16832	9.45116	15.76422	12.48464 	23.42198	14.41841	24	320
13.14099	25.45057	6.11255	19.55990 	3.82803	28.40949	114	115
28.26787	29.92796	28.11111	8.68199 	9.93371	27.69597	112	471
11.72300	14.88256	1.02983	18.10357 	2.89572	9.51479	306	214
28.25664	16.70647	18.76446	20.62826 	26.65065	28.24047	484	340
10.63002	5.46909	25.29227	12.01065 	29.56173	2.10025	309	170
14.51165	7.26744	19.69443	23.44610 	10.06875	8.04348	516	393
20.89210	23.56807	21.95740	14.13090 	12.60034	7.35728	110	32
28.70767	1.62428	21.44313	1.11038 	19.61724	24.78219	510	275
8.51919	22.21553	24.66476	19.00210 	16.61024	6.98762	307	19
10.85872	8.70902	16.00193	0.47308 	12.00922	10.16279	398	431
17.60627	15.21047	0.42087	27.68294 	20.69984	0.78608	9	425
6.64231	23.32309	0.58522	8.49214 	25.88563	12.31978	466	336
1.03858	19.93243	3.82907	12.17485 	29.22895	22.87547	472	512
20.06978	0.54575	2.39311	8.42710 	8.37929	29.94883	458	335
27.27829	20.97902	6.69901	29.02020 	21.71470	10.76278	381	113
10.94502	21.39558	10.09188	2.92805 	3.17393	25.13031	68	9
15.56718	27.68600	28.03804	14.33615 	20.96823	13.37688	105	316
12.05468	21.35433	23.30224	14.44969 	8.36095	13.93461	181	504
18.41896	26.97479	4.93222	15.51722 	29.15170	14.20183	389	285
21.65369	15.28655	1.46387	0.59268 	17.25931	0.43218	136	104
8.04556	19.43779	27.92699	13.08666 	9.50311	0.59403	123	536
16.37966	0.40803	8.40528	19.54278 	19.38819	24.75163	293	396
22.08059	1.68693	5.52565	17.56832 	20.35227	5.94380	344	256
22.25091	27.86312	11.29245	7.65905 	7.25942	10.76390	464	422
27.26579	7.28534	8.01544	21.49014 	14.79763	7.77590	192	348
2.00979	26.93209	18.39432	5.90262 	17.28375	10.17217	121	206
28.30220	20.31938	9.24208	14.95670 	26.55297	3.75235	201	156
5.61803	24.85471	27.84292	20.33909 	8.57884	3.42050	282	297
9.36050	6.89687	20.81639	27.47748 	24.17627	23.75828	246	398
25.05824	16.94739	14.12070	29.82819 	25.42973	21.93909	463	162
0.99726	1.94134	5.38855	9.18188 	22.40430	27.05118	219	437
25.91038	22.52586	11.08160	1.16677 	24.86868	28.04317	534	71
3.26961	22.05717	26.89562	20.01545 	23.43604	18.12107	128	235
24.52826	22.53888	12.42485	17.68824 	20.10644	7.39750	465	265
17.95516	27.85880	26.38022	15.55492 	16.49028	13.79184	463	293
17.47842	13.62795	21.63432	5.75527 	27.38778	9.69885	86	175
2.14449	29.64707	23.77449	23.01874 	1.23899	3.27841	200	127
8.18662	15.11048	22.90783	22.56912 	18.05454	24.38687	172	303
22.59666	20.94017	21.71163	0.71441 	18.44863	1.97644	358	147
29.70445	6.42341	26.40728	0.03658 	24.26041	29.38775	27	216
23.68551	6.95127	23.02234	29.62583 	26.87329	24.65623	454	275
22.36908	13.84983	6.72109	24.63378 	19.36368	7.06734	452	348
5.12175	1.15469	2.99473	18.29223 	14.29582	5.97324	369	471
9.34612	3.40093	29.95307	5.93015 	27.77722	27.30176	123	309
12.22781	10.52642	7.35021	24.79125 	16.31775	12.15213	514	184
20.69968	9.23958	5.19760	8.01666 	16.45336	25.87167	270	419
16.73055	13.24162	8.34904	25.52231 	17.70418	27.87529	413	281
22.77335	10.28784	19.85411	28.15109 	28.15395	3.87374	343	398
16.50752	6.53807	19.42448	5.94667 	21.02877	28.27223	149	161
13.22604	18.48724	4.32691	6.94220 	21.02906	20.41264	390	218
11.57929	21.77834	8.89632	15.27370 	12.25546	16.92308	155	315
3.44998	5.59067	28.72182	18.56522 	25.85289	3.54718	278	448
9.39182	3.45189	1.45081	12.62830 	13.32664	4.46419	466	264
6.74438	26.42618	1.75643	26.71035 	24.38177	7.99698	76	405
4.95130	27.05871	29.32930	29.17510 	10.31976	10.25212	365	335
